date,open,high,low,close,volume
2025-01-01 23:00:00,39993.38516037233,39996.89038371391,39976.95944734357,39979.979725756406,642
2025-01-02 00:00:00,40108.36480353987,40115.717997973836,40104.41348304446,40107.86462745086,605
2025-01-02 01:00:00,40035.03932355901,40045.03449021465,40033.775415413125,40041.02498239799,520
2025-01-02 02:00:00,39934.08754685358,39943.28304281486,39925.567542420715,39937.86833165242,498
2025-01-02 03:00:00,40019.34672243225,40037.42522849496,40011.29258150499,40027.86364712573,479
2025-01-02 04:00:00,40018.34892651074,40021.74974226986,40003.3890931892,40010.42002176043,421
2025-01-02 05:00:00,40001.85279062903,40005.7001747181,39987.2817071986,39993.38147068137,207
2025-01-02 06:00:00,40050.79673637726,40059.43820274031,40044.44898170723,40056.71440024201,93
2025-01-02 07:00:00,39984.87700220143,39993.04628316391,39973.99783621068,39982.4972480001,642
2025-01-02 08:00:00,40055.86157638245,40060.79189899365,40052.207754429815,40056.79059837482,594
2025-01-02 09:00:00,39997.33889461716,39998.325143995855,39984.79824623636,39990.48855708845,102
2025-01-02 10:00:00,40035.99278846937,40041.54712055374,40026.977411397995,40037.6987958345,24
2025-01-02 11:00:00,40131.4725176547,40143.750310825184,40129.1115721388,40134.05226787669,779
2025-01-02 12:00:00,40036.86943419301,40043.25653031878,40036.56394736563,40038.94196088638,173
2025-01-02 13:00:00,40037.86011021254,40045.13290231207,40023.617935859926,40030.02796715864,779
2025-01-02 14:00:00,40075.64005825785,40083.74353189481,40073.14325705065,40075.35192558669,913
2025-01-02 15:00:00,40012.044948497474,40015.865237826554,40007.449789127415,40015.09502641262,943
2025-01-02 16:00:00,39936.57694517673,39943.487027069794,39934.98691505861,39938.05386818395,370
2025-01-02 17:00:00,40032.688825813566,40033.33339554211,40018.848870507354,40025.40496831501,443
2025-01-02 18:00:00,40080.22547275798,40081.443630981055,40065.724552435124,40075.24988482776,263
2025-01-02 19:00:00,39993.14841242008,39997.36493095579,39989.14541656951,39994.7108187622,317
2025-01-02 20:00:00,40006.89472252584,40015.834336439424,40000.29056948941,40006.90773468224,219
2025-01-02 21:00:00,40107.36863938659,40111.61662562403,40101.00506111015,40106.89723829128,378
2025-01-02 22:00:00,39973.496540708766,39993.87952295689,39971.106645903,39985.82973731617,98
2025-01-02 23:00:00,40045.96482987089,40051.8198713637,40036.12358432316,40041.971957763286,57
2025-01-03 00:00:00,40046.2070564897,40049.90345801155,40043.649814766526,40049.43757833495,512
2025-01-03 01:00:00,40134.83890007623,40142.65517750552,40128.24046017388,40133.870841227756,93
2025-01-03 02:00:00,40028.348296414595,40039.77933839701,40028.26757354295,40035.43401200255,387
2025-01-03 03:00:00,39965.54770058201,39973.25236858404,39962.71730694619,39972.43026302164,373
2025-01-03 04:00:00,40023.63212806014,40036.83622344212,40022.215409874334,40027.2554655221,466
2025-01-03 05:00:00,40086.02916147585,40091.962571429474,40080.24228768357,40088.32848776416,429
2025-01-03 06:00:00,39964.696315270055,39972.211023568656,39959.19400345862,39963.94358366207,404
2025-01-03 07:00:00,40101.04302307184,40109.64585526353,40099.18919118565,40102.653057890835,6
2025-01-03 08:00:00,40109.24976560966,40115.16090223419,40090.95807725716,40100.46443128936,127
2025-01-03 09:00:00,40030.878872891575,40031.10409912174,40024.909879291685,40026.49804830382,774
2025-01-03 10:00:00,40172.5103628849,40177.36185672604,40156.421263635406,40165.67562194927,90
2025-01-03 11:00:00,40076.980753018375,40081.31959595611,40064.01458273578,40069.07764326501,850
2025-01-03 12:00:00,40092.49319853488,40099.2404001123,40090.72286479489,40096.11845360533,63
2025-01-03 13:00:00,39969.50176025314,39975.59392795989,39956.8236445966,39963.827615334725,835
2025-01-03 14:00:00,40085.16323250351,40099.280735003886,40076.658112358826,40092.54051598495,375
2025-01-03 15:00:00,40029.492717944275,40031.48650721006,40026.58859946287,40027.120069103585,625
2025-01-03 16:00:00,40084.65401639623,40084.721307986205,40076.70312536826,40084.59234861146,796
2025-01-03 17:00:00,40098.04908661313,40104.73629052764,40097.66480403231,40103.32483480648,335
2025-01-03 18:00:00,40043.83028237507,40050.34464227486,40035.50863485585,40042.4597736492,289
2025-01-03 19:00:00,40060.84652475254,40072.55750621874,40060.42986937249,40068.82554886686,809
2025-01-03 20:00:00,40050.46951794326,40055.833173971776,40046.448156858045,40048.1826986664,784
2025-01-03 21:00:00,40125.92151219194,40134.07830649748,40118.464066799,40127.42549234266,572
2025-01-03 22:00:00,40093.67268598206,40100.32729093756,40075.60369545657,40081.409696464645,284
2025-01-03 23:00:00,40097.22500921642,40101.52932418355,40087.72465504661,40098.684460890945,76
2025-01-04 00:00:00,40117.00410044347,40124.85925922857,40112.174778088454,40117.838464958644,22
2025-01-04 01:00:00,40054.22786138267,40066.19098754363,40051.132370561565,40056.663741505865,779
2025-01-04 02:00:00,40098.96666809046,40106.02172494804,40092.01477238284,40101.45903317157,734
2025-01-04 03:00:00,40083.83823474155,40094.05109019706,40075.95589479365,40085.31070446869,334
2025-01-04 04:00:00,40019.84119411935,40025.56728385432,40014.21365833627,40016.210995007874,200
2025-01-04 05:00:00,40074.155706116944,40083.946777041056,40065.21887091001,40072.92418105089,388
2025-01-04 06:00:00,40124.99141739538,40127.92058433608,40123.24435984368,40127.26312962867,131
2025-01-04 07:00:00,40129.45979372867,40132.37782333599,40118.35307459438,40124.991747054366,805
2025-01-04 08:00:00,40095.82789515955,40104.52037758019,40088.112914153615,40088.14872034219,6
2025-01-04 09:00:00,40062.56524127211,40070.769074751035,40057.41032979274,40060.68744786992,10
2025-01-04 10:00:00,40069.99788794335,40080.85082825228,40063.594152293124,40074.74454345377,57
2025-01-04 11:00:00,40093.336203072875,40097.39846380921,40088.229603550484,40094.784948828536,14
2025-01-04 12:00:00,40039.8176326193,40049.05076468208,40038.409818214204,40040.9929870915,644
2025-01-04 13:00:00,40122.23619179527,40127.36469284401,40117.39747058826,40117.53714738905,990
2025-01-04 14:00:00,40095.77049202035,40098.18968271061,40084.42558484672,40094.13167320258,854
2025-01-04 15:00:00,40155.75610339122,40160.65927908855,40148.632171641235,40149.74625879981,742
2025-01-04 16:00:00,40053.5041339912,40060.06890809136,40050.77918773836,40051.82872652295,681
2025-01-04 17:00:00,40111.07153094767,40119.94862474197,40106.99654478198,40108.247180614366,815
2025-01-04 18:00:00,40185.903180315225,40194.3870741869,40180.16621802113,40182.143721470595,810
2025-01-04 19:00:00,40022.1864497484,40028.82347174564,40016.93012657815,40025.694808294145,458
2025-01-04 20:00:00,40130.61193755569,40136.552337189096,40126.906138261445,40129.72599038799,816
2025-01-04 21:00:00,40088.340791847135,40100.680155478934,40082.966153488655,40093.9043806481,950
2025-01-04 22:00:00,40106.76288766174,40110.22406923402,40104.23137942041,40107.61127085311,440
2025-01-04 23:00:00,40055.13763649359,40067.39369764028,40051.914378404625,40059.11432516562,631
2025-01-05 00:00:00,40156.046511609245,40161.94169306866,40155.41106349484,40155.50773440198,143
2025-01-05 01:00:00,40160.45295087102,40162.68089332453,40153.92577377112,40160.78806960214,15
2025-01-05 02:00:00,40085.014485150685,40091.8508552823,40079.82819758325,40085.6435389411,194
2025-01-05 03:00:00,40133.725520421474,40139.06808461517,40122.552562304474,40132.50031394822,408
2025-01-05 04:00:00,40189.377613020566,40195.55113246895,40177.459615250824,40183.55894128829,240
2025-01-05 05:00:00,40129.27472201297,40131.85228980109,40122.87902431998,40131.2242497986,563
2025-01-05 06:00:00,40171.96526743975,40175.7771320526,40163.08163744906,40173.14057350349,838
2025-01-05 07:00:00,40164.44263934309,40178.195972935646,40162.05612703294,40171.801848979434,598
2025-01-05 08:00:00,40090.3542949573,40102.92609690589,40085.08770697745,40093.35768212216,725
2025-01-05 09:00:00,40053.232828792345,40058.03427810135,40047.109418930406,40054.80521353043,579
2025-01-05 10:00:00,40059.93361600676,40066.03816505186,40059.867136388,40059.96106925034,928
2025-01-05 11:00:00,40111.244107358696,40121.42522373002,40109.88467845171,40114.2965681614,68
2025-01-05 12:00:00,40096.065781312,40102.831812586846,40094.466842109316,40096.61341455118,195
2025-01-05 13:00:00,40074.819206200584,40078.828817340225,40072.253266494015,40074.41560355036,174
2025-01-05 14:00:00,40104.17078507397,40113.88594797842,40095.54298624958,40105.07831505826,161
2025-01-05 15:00:00,40170.52794275087,40178.82021238628,40164.30901108629,40165.07858422406,10
2025-01-05 16:00:00,40161.48912680807,40168.958558832266,40153.558821970684,40162.45928077549,144
2025-01-05 17:00:00,40142.198454643076,40146.62084285357,40134.28289696129,40141.782733787804,354
2025-01-05 18:00:00,40124.7289870569,40130.32911996033,40122.09016733757,40126.04541762178,847
2025-01-05 19:00:00,40081.83706190594,40091.58763974642,40080.44567754742,40085.92532924169,924
2025-01-05 20:00:00,40086.67746446515,40101.02526848927,40082.90526142701,40093.58641775053,626
2025-01-05 21:00:00,40196.714808374876,40197.947269903634,40185.42761044837,40194.66666050172,926
2025-01-05 22:00:00,40077.59227242038,40087.43754264826,40068.067169044145,40073.5859610551,235
2025-01-05 23:00:00,40006.2491633548,40010.855170205214,40001.51874355005,40002.07868921805,662
2025-01-06 00:00:00,40008.21433219979,40011.34374670677,39999.22427452211,40011.3220881506,298
2025-01-06 01:00:00,40050.681999447064,40051.91996480729,40045.566985399455,40046.58365577165,837
2025-01-06 02:00:00,40147.842381159266,40148.479746106554,40145.47677961477,40147.13378517719,107
2025-01-06 03:00:00,40130.32003467574,40134.00046230571,40120.064450883125,40125.57081107521,158
2025-01-06 04:00:00,40119.039899175135,40126.56662141485,40104.72097238434,40111.898546610406,156
2025-01-06 05:00:00,40120.66539692364,40124.07265968118,40116.844824161926,40119.46009981085,887
2025-01-06 06:00:00,40156.27418445523,40164.44794940388,40140.88114884589,40149.836658656764,478
2025-01-06 07:00:00,40189.92574330853,40189.999780702296,40180.71479763143,40186.68173367452,246
2025-01-06 08:00:00,40106.15152481925,40116.495270753934,40097.97291111697,40112.767481154806,890
2025-01-06 09:00:00,40205.21155346773,40210.44804226232,40186.693329148344,40195.9081700075,93
2025-01-06 10:00:00,40081.3331578955,40088.30247703614,40077.05398350879,40086.04965066802,824
2025-01-06 11:00:00,40094.12339293674,40103.44870528352,40084.882330401844,40087.220271773884,345
2025-01-06 12:00:00,40169.35227800917,40185.81008053343,40166.59444230341,40178.322822821596,385
2025-01-06 13:00:00,40111.13620023719,40112.45000180049,40097.34239777423,40102.73293744508,745
2025-01-06 14:00:00,40177.33610998264,40188.630394042,40170.86673244659,40179.8327122037,457
2025-01-06 15:00:00,40153.7122755799,40155.27128684647,40149.60896858515,40151.976688578114,28
2025-01-06 16:00:00,40213.30918160816,40218.92549672749,40203.55683803314,40216.60577719991,35
2025-01-06 17:00:00,40090.29561765128,40091.99648481378,40085.382320946075,40087.732805314066,205
2025-01-06 18:00:00,40049.67388923142,40056.968013993275,40043.011038420846,40050.11234606217,306
2025-01-06 19:00:00,40129.80060984885,40131.823977378896,40127.716600004,40127.984333149994,136
2025-01-06 20:00:00,40147.061247955404,40155.41390646864,40145.693190087906,40147.90301969277,899
2025-01-06 21:00:00,40155.61757720128,40155.767162932716,40142.619551628675,40150.26723383419,422
2025-01-06 22:00:00,40154.81684628732,40158.205432800736,40143.43252950919,40152.29089986965,687
2025-01-06 23:00:00,40193.15709195842,40200.69859644295,40178.49815177759,40184.83675245127,956
2025-01-07 00:00:00,40178.293040686025,40180.69295916606,40174.787041171876,40176.25349201084,980
2025-01-07 01:00:00,40190.88942062136,40202.36024407258,40184.939518100335,40200.207241832635,248
2025-01-07 02:00:00,40157.57964842136,40163.27234880026,40148.86608721438,40157.09379600491,305
2025-01-07 03:00:00,40254.735713339,40255.11872618657,40244.286876668746,40248.00252452698,920
2025-01-07 04:00:00,40191.53969693361,40202.43605601707,40183.63096129943,40193.87033158686,581
2025-01-07 05:00:00,40159.89502927464,40159.90772690179,40147.31717782856,40154.28460587631,410
2025-01-07 06:00:00,40139.06756089714,40141.194701367225,40138.74476035456,40140.55632169778,637
2025-01-07 07:00:00,40090.49393228131,40091.081970438405,40085.850294669246,40090.78863807777,594
2025-01-07 08:00:00,40162.55952907968,40171.19845216142,40158.62699581673,40164.54344915056,970
2025-01-07 09:00:00,40136.55005599513,40145.34507781053,40126.56044927703,40141.228674289414,845
2025-01-07 10:00:00,40155.57776084914,40162.306102937335,40154.130287753826,40162.22418817288,45
2025-01-07 11:00:00,40156.607835567454,40157.60550414754,40153.075763868655,40153.69418998746,389
2025-01-07 12:00:00,40130.54277107455,40132.51829315647,40107.72080686805,40116.752900396714,281
2025-01-07 13:00:00,40030.938915303275,40040.26911691562,40027.74199751252,40030.55615512438,268
2025-01-07 14:00:00,40255.38436793243,40255.46886884864,40250.08507060244,40252.71338171782,790
2025-01-07 15:00:00,40190.26337864645,40194.214482005984,40183.67737942483,40192.2929229481,339
2025-01-07 16:00:00,40245.37692345966,40253.46850102584,40243.62916531561,40248.13211449014,348
2025-01-07 17:00:00,40221.89535487342,40226.0024619195,40216.38745032488,40220.219763384885,635
2025-01-07 18:00:00,40157.795613421804,40160.706589266505,40140.71541504257,40141.53663666819,329
2025-01-07 19:00:00,40174.70334151355,40186.789806888766,40172.90101850058,40178.810098007525,271
2025-01-07 20:00:00,40183.64372235038,40190.29883882514,40176.7061177859,40183.343868075564,902
2025-01-07 21:00:00,40233.84143514931,40239.503384245116,40230.51625409041,40237.858701709854,807
2025-01-07 22:00:00,40069.18888645857,40081.55740845285,40068.49282312607,40076.12348343076,941
2025-01-07 23:00:00,40207.608238082576,40212.53481587822,40195.77500344623,40205.0699826593,258
2025-01-08 00:00:00,40179.40978621427,40186.753214013166,40179.3838683119,40184.76895986671,320
2025-01-08 01:00:00,40130.369553039476,40137.94800527477,40119.42390985994,40129.153115155284,187
2025-01-08 02:00:00,40287.06778285423,40288.077233727934,40276.46534083695,40281.4340517356,319
2025-01-08 03:00:00,40319.69287775397,40325.60198966551,40309.27194426957,40310.62732838496,588
2025-01-08 04:00:00,40149.36782407755,40165.63269563157,40139.981501081114,40157.66941732721,147
2025-01-08 05:00:00,40184.11480414118,40203.473414573724,40181.949117559634,40194.210371478744,595
2025-01-08 06:00:00,40165.10977221834,40171.033678275475,40155.032256415056,40164.04902553489,709
2025-01-08 07:00:00,40295.56485808975,40302.583336380754,40280.98554653538,40290.699963415405,990
2025-01-08 08:00:00,40151.35546722692,40155.82330453961,40148.434515344896,40152.469945952915,323
2025-01-08 09:00:00,40147.12661067473,40153.05976734458,40145.92930742208,40152.32268600017,611
2025-01-08 10:00:00,40131.7895954195,40144.546294421285,40131.39599323122,40140.377886843264,703
2025-01-08 11:00:00,40109.8564827134,40122.159586404094,40101.30958651065,40116.3448434811,138
2025-01-08 12:00:00,40182.61610045269,40185.98412401544,40167.05577979658,40176.93315351793,598
2025-01-08 13:00:00,40319.158298047776,40322.660084197574,40312.427782724175,40320.37935973243,484
2025-01-08 14:00:00,40216.81743918159,40221.879418288736,40200.29416699464,40209.96781933591,512
2025-01-08 15:00:00,40205.27659566169,40207.23954000398,40192.52811911003,40198.30826012888,760
2025-01-08 16:00:00,40211.87134288197,40220.30355428138,40205.29570407483,40218.031646819596,804
2025-01-08 17:00:00,40204.07046346,40219.07089300025,40202.203105344444,40211.3954689823,333
2025-01-08 18:00:00,40141.913380943486,40142.8220658388,40134.185797812934,40137.57321561695,640
2025-01-08 19:00:00,40181.772665448916,40189.753122394584,40171.43148420711,40176.329941850905,269
2025-01-08 20:00:00,40242.26426194328,40243.42097519209,40230.16117854647,40239.93115337218,805
2025-01-08 21:00:00,40159.345182576864,40159.66942878021,40147.3695083602,40156.532377933276,695
2025-01-08 22:00:00,40200.04184196056,40209.00396688565,40195.96410691244,40206.182330266834,886
2025-01-08 23:00:00,40237.29431086226,40244.88305674805,40230.32097512173,40242.81510731065,994
2025-01-09 00:00:00,40261.703445979074,40270.709163106934,40247.25603829644,40256.214633766205,443
2025-01-09 01:00:00,40244.23531598203,40254.90791944911,40238.36030478527,40251.166665285346,601
2025-01-09 02:00:00,40191.39819265638,40205.21508391617,40189.69782835898,40197.77253711506,12
2025-01-09 03:00:00,40212.27270466232,40216.004037794475,40205.65291954126,40205.99213344906,85
2025-01-09 04:00:00,40207.38884641426,40217.13381572086,40194.75071752828,40200.46104376888,937
2025-01-09 05:00:00,40178.798079830754,40180.487284444345,40174.581574241485,40174.59402357245,256
2025-01-09 06:00:00,40160.206887226625,40166.2678129717,40152.729202555856,40158.247117972416,809
2025-01-09 07:00:00,40206.54430844332,40217.308980590664,40201.249397389794,40208.946258764714,615
